프로그램구분,기관,일련번호,지역,국가명,대학명(국문),대학명(영문),지원자격_최소학점,지원자격_어학성적,지원자격_특이사항,참고사항,수학가능학과/영어강의목록 등,Factsheet 여부,교환학생수기 여부,유의사항,웹사이트,언어권구분
일반교환,자매대학,E0222,아시아,중국,서북공업대학,Northwestern Polytechnical University(西北工业大学),-,"B-3, A-2","iBT, TOEIC, ITP 제외","* 위치: 중국 서안(진시황릉, 병마용, 소림사 등 문화유적 자리)
* 특징: 삼성전자 등 국내기업 진출","★ 수학가능학과: (영어강의제공학과) 항공학과, 우주공학, 기계공학, 전자정보통신공학, 전기공학, 해양공학, 토목공학, 경영, 컴퓨터공학
* 중어중문학과가 개설되어있지 않으므로 지원 시 유의할 것(어학과정은 있음)",Y(2020),Y(2018),,http://www.nwpu.edu.cn/,"영어(비유럽), 중국어"
일반교환,자매대학,E0223,아시아,중국,심양항공대,Shenyang Aerospace University(沈阳航空航天大学),-,B-3,,* 위치: 중국 요녕성,★ 수학가능학과: 중국어 어학과정 위주로 수강 가능(전공과목 수강에는 제한이 있음),x,Y(2014),,http://www.sau.edu.cn,중국어
일반교환,자매대학,E0224,아시아,중국,심천대,Shenzhen University(深圳大学),-,"영어: TOEFL 85, 
IELTS 6.0
중국어: B-3 ",TOEIC 제외,"* 위치: 중국 심천
* 특징: 중국어 강의 수강 가능
         학생 수 약 22,000명
         경제특구도시인 심천지역의 유일한 국립종합대학
* 장학금: 기숙사비 면제
* 지원자격 요건: 1학기 이상 재학 학부생","★ 수학가능학과: Humanities, Foreign Languages, Mass Communication, Art, Economics, Management, Law, Mathematics and Statistics, College of Physics and Energy, Chemistry and Environmental Engineering, Medical, Life Sciences and Oceanography, Information Engineering, Architecture&Urban Planning, Electronic Science and Technology, Civil Engineering, Materials Science and Engineering, Phsychology and Sociology, Computer Science & Software, Mechatronics and Control Engineering, Optoelectronic Engineering, Nantes Business, Advadced Study

★ 수강가능과목(2024): 
https://szupu.szu.edu.cn/cmsArticlesController/article/2c9180828a81d95e018a97c05b170005",Y(2025),Y(2013-2022),,"https://szupu.szu.edu.cn/cmsArticlesController/article/2c9180828a81d95e018acfcd6a520041, https://szupu.szu.edu.cn/cmsArticlesController/synopsi/000000006cd1e966016cdd350cb50013","영어(비유럽), 중국어"
일반교환,자매대학,E0225,아시아,중국,장강대,Yangtze University(长江大学),-,B-3,,* 위치: 중국 후베이성,★ 수학가능학과: 중국어 어학과정 위주로 수강 가능(전공과목 수강에는 제한이 있음),x,Y(2013-2019),,http://www.yangtzeu.edu.cn,중국어
일반교환,자매대학,E0226,아시아,중국,지난대,Jinan University(暨南大学),Jinan University(暨南大学)+I233,B-2,"영어 수업 희망 시, 
TOEFL iBT 75 or IELTS 6.0 필요","* 위치: 중국 광저우
* 특징: 중국 211공정(工程)대학 선정(21C에 중국의 100개 대학을 세계 일류대학 대열에 들게 하겠다는 중국의 국가적 교육 프로젝트)
       1학년 수업은 10월에 개강하며 이후 수업 및 시험일정이 변경될 수 있음(수업 및 시험 일정 변경으로 인해 다른 수업과 시간이 겹칠 경우 강제 수강 취소 될 수 있음)","★ 수학가능학과: International School, Liberal Arts, Foreign Studies, Arts, Journalism and Communication, Economics, Management, Public Administration/School of Emergency Management, Law / Intellectual Property,  International Studies/Academy of Overseas Chinese Studies, Science and Engineering, Information Science and Technology / Cyber Security, Life Science and Technology, Medicine 등
*https://english.jnu.edu.cn/schools_colleges/list.htm

★ 수강가능과목: 영어사용
- 영어 수업: https://docs.google.com/spreadsheets/d/1KPN5BpjuTyzxRVbvm6UMHd0pEq0iD9cz2AVQhdYUIN8/edit?gid=1640484352#gid=1640484352
- 중국어 수업: https://jwc.jnu.edu.cn/bkrcpyfaw2021jw/list1.htm
*각 과목의 수강요건 확인 필요",Y(2025),Y(2018-2019),,https://english.jnu.edu.cn/2016/1103/c1880a48467/page.htm,중국어
일반교환,자매대학,E0227,아시아,중국,상숙이공대,Changshu Institute Of Technology(常熟理工学院),-,B-3,,* 위치: 중국 강소성 창수,"★ 수학가능학과: Automobile Engineering, Business, Biology and Food Engineering, Computer Science and Engineering, Electronic Information Engineering, Electrical Engineering and Automation, Education, Foreign Languages, Mathmatics and Statistics, Mechanical Engineering, Materials Engineering, Marxism, Physical Education, Textile Garment and Design, Library Science ",x,x,,https://en.cslg.edu.cn/Global/Exchange_Students_program.htm,중국어
일반교환,자매대학,E0228,아시아,중국,연태대,Yantai University(烟台大学),-,B-3,,* 위치: 중국 연태,★ 수강가능과목: 국제팀 홈페이지_커뮤니티_자매대학소개_첨부파일(2024 Autumn Exchange Students(Yantai University) 참조,x,Y(2019),,,중국어
일반교환,자매대학,E0229,아시아,중국,정주경공업대,Zhengzhou University of Light Industry (郑州轻工业学院),-,"A-5, B-3",,"* 위치: 중국 하남성 정주
* 특징: 가을학기 파견시에만 중국 국가장학금 수여 가능 (1학기5000 위안, 2학기 10,000위안) 
        정주경공업대 추가 장학금 수혜 조건 (**총 2학기 파견시에만 해당함)
 - 학점 3.5 이상이며 HSK 6급 (200점 이상) : 추가 18,000위안  
 - 학점 3.5 이상이며 HSK 5급 (240점 이상) : 추가 8,000위안
* 2019-2학기 신규 파견대학","★ 수학가능학과: 전공수업 수강 희망시 HSK 5급 180점 이상 (문과계열), HSK 4급 180점 이상(이과계열)을 충족해야함",x,x,,http://www.zzuli.edu.cn/,"영어(비유럽), 중국어"
일반교환,자매대학,E0230,아시아,중국,서안외국어대,Xi'an International Studies University (西安外国语大学),-,"A-5, B-3",,"* 위치: 중국 서안(진시황릉, 병마용, 소림사 등 문화유적 자리)
* 특징: 삼성전자 등 국내기업 진출
         중국어집중교육(汉学院) 시내에 있음 ",,x,Y(2019-2022),,http://www.xisu.edu.cn/,"영어(비유럽), 중국어"
일반교환,자매대학,E0231,아시아,중국,청도농업대,Qingdao Agricultural University (青岛农业大学),-,"A-2, B-3","TOEIC 제외
* 토플 홈에디션 인정
* 토플 마이베스트스코어 인정
단, IELTS는 A-4 이상 지원 가능",* 위치: 중국 청도,"★ 수학가능학과: HSK5급 이하 중국어집중연수(20시간/주) 필수, 전공 수강 불가 
* HSK5급 이상 전공 수강 가능 ",x,x,,http://www.qau.edu.cn/,"영어(비유럽), 중국어"
일반교환,자매대학,E0232,아시아,중국,하남대,Henan University,-,"A-2 ,B-3",*본교에서 1년 재학 필요,"* 위치: 중국 하남성 개봉
* 특징: 사학과만 지원 가능 ","★ 수학가능학과: 인문대

★ 수강가능과목: 
https://iao.henu.edu.cn/yw/Admission/bacpr.htm",Y(2025),x,,http://iao.henu.edu.cn/index.htm,"영어(비유럽), 중국어"
일반교환,자매대학,E0233,아시아,중국,텐진사범대,Tianjin Normal University (天津师范大学),-,B-3,,"* 위치: 텐진
* 특징: 학생 수 약 40,000명",,x,x,,,중국어
일반교환,자매대학,E0234,아시아,중국,산동과기대,Shandong University of Science and Technology (山东科技大学),-,B-3,,"* 위치: 청도
* 특징: 학생 수 약 46,000명",,x,x,,,중국어
일반교환,자매대학,E0235,아시아,중국,해남사범대,Hainan Normal University ( 海南师范大学),-,B-3,,"* 위치: 해구(하이커우시)
* 특징: 학생 수 약 20,000명",★ 수강가능학과 및 과목: http://gjwh.hainnu.edu.cn/index.php/Admission/U_undergraduate_course.html,x,x,,http://www.hainnu.edu.cn/,중국어
일반교환,자매대학,E0236,아시아,중국,호남사범대,Hunan Normal University ( 湖南师范大学),-,B-3,,"* 위치: 장사
* 특징: 학생 수 약 40,000명",,x,x,,,중국어
일반교환,자매대학,E0237,아시아,중국,지난대,University of Jinan (中国济南大学),-,B-3,,* 위치: 지난,"★ 수강가능학과 및 과목: 
-영어 코스: International Trade and Economics, Civil Engineering
-중국어 코스: Engineering, Sciences, Economics and Management, Humanities",x,x,,,중국어
일반교환,자매대학,E0238,아시아,중국,장쑤이공대,Jiangsu University of Technology,-,"A-3
B-3","영어 강의 수강 시, 영어 성적 필수
(TOEIC 제외)","* 위치: 쉬저우
* 특징: 학생 수 약 13,000명","★ 수강가능학과 및 과목: 대부분 중국어 강의(영어 강의: International Economics & Trade)
★ 수강가능 과목: https://english.jsut.edu.cn/Undergraduate/list.htm",x,x,,https://english.jsut.edu.cn/main.htm,"영어(비유럽), 중국어"
일반교환,자매대학,E0239,아시아,중국,화북전력대,North China Electric Power University(华北电力大学),-,B-3,,"* 위치: 베이징(북경)
* 특징: 학생 수 약 27,000명","★ 수강가능학과 및 과목: 
-영어 코스, 중국어 코스: Electrical and Electronic Engineering School, Energy, Power and Mechanical Engineering School, New Energy School, Economics and Management School ",Y(2024),x,,https://english.ncepu.edu.cn/xygk/91412.html,중국어
일반교환,자매대학,E0240,아시아,중국,후베이대,Hubei University of Technology(湖北工业大学),-,B-3,*HSK 4급 (160점 이상) ,"* 위치: 우한 시 훙산 구 
* 특징: 학생 수 약 18,000명","★ 수학가능학과: Mechanical Design Manufacture and Automation, Electrical Engineering and Automation, Pharamaceutical Engineering, Civil Engineering, Architecture, Computer Science and Technology, International Economics and Trade, Teaching Chinese to Speakers of Other languages (Taught in Chinese) 

★ 수강가능과목(2023-2024): https://www-old.knu.kg/ru/images/stories/2023/05_2023/25/oms/dop_info.pdf
Bachelor's programs 참고 ",x,x,,https://en.hbut.edu.cn/International_Development/Exchange_Program.htm,중국어
일반교환,자매대학,E0241,아시아,중국,장춘공정대학,Changchun Institute Of Technology,-,B-2,,"* 위치: 지린 성 장춘 
* 특징: 학생 수 약 20,000명","★ 수학가능학과: Science, OptoElectronic Engineering, Mechatronical Engineering, Electronics and Information Engineering, Computer Science and Technology, Material and Chemical Industry, Chemistry and Environmental Engineering, Life Science and Technology, Economics and Management, Chinese Literature, Law

★ 수강가능과목(2024-2025): https://sie.cust.edu.cn/Course/index.htm
Bachelor of Software Engineering(English-taught)",x,x,,https://en.ccit.edu.cn/info/1077/1319.htm,중국어
일반교환,자매대학,E0242,아시아,방글라데시,다포딜국제대학,Daffodil Internaitonal University,3.0/4.5 이상,A-3,,* 위치: 방글라데시 다카,,x,x,,http://daffodilvarsity.edu.bd/,영어(비유럽)
일반교환,자매대학,E0243,아시아,카자흐스탄,카작브리티시대,Kazakh-British Technical University,-,A-3,ITP 제외,* 위치: 카자흐스탄 알마티,★ 수강가능과목: 모든 수업에 대해 영어강의 제공,x,x,,http://www.kbtu.kz,영어(비유럽)
일반교환,자매대학,E0244,아시아,태국,파얍대,Payap University,-,A-2,"IELTS, TOEIC, ITP 제외","* 위치: 태국 북부지역 치앙마이
* 특징: Thai & SE Asian Studies Program, 1학기: 1월~5월, 2학기: 8월~12월","★ 수학가능학과: English Communications, International Business Management, Hospitality Industry Management, Information Technology

★ 수강가능과목: 
https://ia.payap.ac.th/study-abroad-program/",x,x,,https://ia.payap.ac.th/study-abroad-program/,영어(비유럽)
일반교환,자매대학,E0245,아시아,태국,SIIT,Sirindhorn International Institute of Technology,-,A-4,IELTS 제외,"* 태국 빠툼타니에 위치 (수도 방콕과 약 40km 거리)
* 특징: 학생 수 약 2,697명","★ 수학가능학과: Chemical Engineering, Civil Engineering, Mechanical Engineering, Industrial Engineering and Smart Logistics, Computer Engineering, Digital Engineering, Electrical Engineering, Business And Supply Chain Analytics

★ 수강가능과목(2024): 
https://sites.google.com/view/siit-iacr/incoming-exchange/student-exchange-program/application/courses?authuser=0
*List of Courses for Exchange Students in the Academic Year 2024 참고",Y(2024),x,,https://sites.google.com/view/siit-iacr/incoming-exchange/student-exchange-program/application,영어(비유럽)
일반교환,자매대학,E0246,아시아,태국,치앙마이대,Chiang Mai University,-,A-3,,"* 태국 치앙마이에 위치
* 특징: 학생 수 약 34,794명
          QS World University Rankings 601-650위 (2023)
          Asian University Rankings - South Eastern Asia 19위 (2023)
          태국 북부 지역 최초의 고등교육 기관이자 태국 최초의 지방대학
          총 4개의 캠퍼스 운영 (Suan Sak Campus, Suan Dok campus, Mae Hia campus, Si Bua Ban campus)","★ 수학가능학과: 하단 링크 참조 undergraduate courses

★ 수강가능과목: 
https://admission.reg.cmu.ac.th/reg-ipas/main/index.php?action=p",x,x,,https://ird.oou.cmu.ac.th/category/exchange-programs/,영어(비유럽)
일반교환,자매대학,E0247,아시아,홍콩,링난대,Lingnan University(嶺南大學),2.81/4.5 이상,"
TOEFL(iBT) 79
TOEFL(ITP) 550
IELTS 6.0
TOEIC 750
",*본교에서 1년 재학 필수,* 위치: 홍콩 툰먼 ,"★ 수학가능학과: Liberal Arts and Social Sciences, Education and Human Development, Humanities,Global Liberal Arts Education

★ 수강가능과목(2024-2025): https://www.ln.edu.hk/reg/f/page/40852/308262/202409courselist.pdf
*각 과목의 수강요건 확인 필요",Y(2025),Y(2014-2019),,https://www.ln.edu.hk/ogeis/,영어(비유럽)
일반교환,자매대학,E0248,아시아,홍콩,홍콩교육대,The Education University of Hong Kong(香港教育學院),-,A-2,"TOEIC, ITP 제외
* 토플 마이베스트스코어 인정 불가","* 위치: 홍콩 타이포
* 특징: 4~5과목 (12~15학점) 수강 가능(학교 홈페이지 참고)","★ 수학가능학과: Liberal Arts and Social Sciences, Education and Human Development, Humanities

★ 수강가능과목: 
https://www.eduhk.hk/gao/articles/63",x,Y(2015),,https://www.eduhk.hk/gao/en/userInfo.php?id=4,영어(비유럽)
일반교환,자매대학,E0249,아시아,홍콩,홍콩이공대,The Hong Kong Polytechnic University(香港理工大学),3.04/4.5 이상,A-2,"TOEIC, ITP 제외","* 위치: 홍콩 홍함
* 특징: 산업정보시스템공학과 학생만 지원 가능","★ 수학가능학과: Business, Computer and Mathematical Sciences, Construction and Environment, Engineering, Health and Social Sciences, Humanities, Science, Design, Fashion and Textiles, Hotel and Tourism Management

★ 수강가능과목(2024): 
https://www.polyu.edu.hk/geo/exchange-and-study-abroad/incoming-students/incoming-exchange/
""Subject List"" 참고",Y(2024-2025),x,,https://www.polyu.edu.hk/geo/exchange-and-study-abroad/incoming-students/incoming-exchange/,영어(비유럽)
일반교환,자매대학,E0250,아시아,홍콩,홍콩슈옌대,Hong Kong Shue Yan University (香港樹仁大學),-,A-2,"TOEIC, ITP 제외","* 위치: 홍콩 홍함
* 특징: 산업정보시스템공학과 학생만 지원 가능","★ 수학가능학과: Faculty of Commerce, Faculty of Arts, Faculty of Social Sciences

★ 수강가능과목(2024-2025): 
https://cge.hksyu.edu/wp-content/uploads/2024/08/Course-List-for-inbound-students-202425.pdf",Y(2024-2025),x,,https://cge.hksyu.edu/inbound-exchange/,영어(비유럽)
일반교환,ACUCA,E0251,아시아,홍콩,홍콩침례대,Hong Kong Baptist University,-,"*홈페이지: www.acuca.net
* ACUCA 교환학생 프로그램은 1학기 파견을 기본으로 하며 동일하게 1학기 연장 가능합니다. 
* 지원자격(최소 평점평균/외국어 성적), 등록금액 등 세부 정보는 ACUCA 홈페이지에서 사전 확인하시고 지원 하시기 바랍니다. 
* 대학 별 최소 요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다. 
* 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다. ",,,,,,,,기타
일반교환,ACUCA,E0252,아시아,홍콩,홍콩중문대,"Chinese University of Hong Kong, Chung Chi College",-,,,,,,,,,기타
일반교환,ACUCA,E0253,아시아,홍콩,링난대,Lingnan University(嶺南大學),-,,,,,,,,,기타
일반교환,ACUCA,E0254,아시아,인도,크라이스트대,Christ University,-,,,,,,,,,기타
일반교환,ACUCA,E0255,아시아,인도,레이디독대,Lady Doack College,-,,,,,,,,,기타
일반교환,ACUCA,E0256,아시아,인도네시아,아트마자야카톨릭대 (인도네시아),Atma Jaya Catholic University Indonesia,-,,,,,,,,,기타
일반교환,ACUCA,E0257,아시아,인도네시아,아트마자야카톨릭대 (Yogyakarta),Atma Jaya Catholic University Yogyakarta,-,,,,,,,,,기타
일반교환,ACUCA,E0258,아시아,인도네시아,마라나타 크리스쳔대,Maranatha Christian University,-,,,,,,,,,기타
일반교환,ACUCA,E0259,아시아,인도네시아,USD,Sanata Dharma University,-,,,,,,,,,기타
일반교환,ACUCA,E0260,아시아,인도네시아,서기자프라나타카톨릭대,Soegijapranata Catholic University,-,,,,,,,,,기타
일반교환,ACUCA,E0261,아시아,인도네시아,UNPAR,Parahyangan Catholic University,-,,,,,,,,,기타
일반교환,ACUCA,E0262,아시아,인도네시아,페트라크리스천대,Petra Christian University,-,,,,,,,,,기타
일반교환,ACUCA,E0263,아시아,인도네시아,사트야와카나크리스쳔대,Satya Wacana Christian University,-,,,,,,,,,기타
일반교환,ACUCA,E0264,아시아,인도네시아,두타와카나크리스쳔대,Duta Wacana Christian University,-,,,,,,,,,기타
일반교환,ACUCA,E0265,아시아,인도네시아,펠리타하라판대,Pelita Harapan University,-,,,,,,,,,기타
일반교환,ACUCA,E0266,아시아,인도네시아,크리다와카나크리스쳔대,Krida Wacana Christian University,-,,,,,,,,,기타
일반교환,ACUCA,E0267,아시아,인도네시아,댜나푸라대,Dhyana Pura University,-,,,,,,,,,기타
일반교환,ACUCA,E0268,아시아,미얀마,미얀마신학대,Myanmar Institute of Theology,-,,,,,,,,,기타
일반교환,ACUCA,E0269,아시아,일본,국제기독교대,International Christian University,-,,,,,,,,,기타
일반교환,ACUCA,E0270,아시아,일본,간세이가쿠인대,Kwansei Gakuin University,-,,,,,,,,,기타
일반교환,ACUCA,E0273,아시아,일본,도시샤대,Doshisha University,-,,,,,,,,,기타
일반교환,ACUCA,E0274,아시아,일본,JF 오베린대,J. F. Oberlin University(桜美林大学),-,,,,,,,,,기타
일반교환,ACUCA,E0275,아시아,일본,오사카조가쿠인,Osaka Jogakuin,-,,,,,,,,,기타
일반교환,ACUCA,E0276,아시아,일본,히로시마조카쿠인대,Hiroshima Jogakuin University,-,,,,,,,,,기타
일반교환,ACUCA,E0277,아시아,일본,코베대,Kobe College,-,,,,,,,,,기타
일반교환,ACUCA,E0278,아시아,일본,세이난가쿠인대,Seinan Gakuin University,-,,,,,,,,,기타
일반교환,ACUCA,E0279,아시아,일본,난잔대,Nanzan University,-,,,,,,,,,기타
일반교환,ACUCA,E0280,아시아,필리핀,애트니오데마닐라대,Ateneo De Manila University,-,,,,,,,,,기타
일반교환,ACUCA,E0281,아시아,필리핀,일로일로대,Central Phillippine University,-,,,,,,,,,기타
일반교환,ACUCA,E0282,아시아,필리핀,라샬대,De La Salle University,-,,,,,,,,,기타
일반교환,ACUCA,E0283,아시아,필리핀,필래머 크리스쳔대,Filamer Christian University,-,,,,,,,,,기타
일반교환,ACUCA,E0284,아시아,필리핀,실리만대,Silliman University,-,,,,,,,,,기타
일반교환,ACUCA,E0285,아시아,필리핀,트리니티대,Trinity University of Asia,-,,,,,,,,,기타
일반교환,ACUCA,E0286,아시아,필리핀,미리엄대,Miriam College,-,,,,,,,,,기타
일반교환,ACUCA,E0287,아시아,필리핀,필리핀크리스쳔대,Philippine Christian University,-,,,,,,,,,기타
일반교환,ACUCA,E0288,아시아,필리핀,드라살대-다스마리나스,De La Salle University - Dasmarinas,-,,,,,,,,,기타
일반교환,ACUCA,E0289,아시아,필리핀,어썸션대,Assumption College,-,,,,,,,,,기타
일반교환,ACUCA,E0290,아시아,필리핀,라콘솔라시온대,La Consolacion University,-,,,,,,,,,기타
일반교환,ACUCA,E0291,아시아,필리핀,필리핀여대,Phillippine Women's University,-,,,,,,,,,기타
일반교환,ACUCA,E0292,아시아,필리핀,세인트폴대,St. Paul University Phillippines,-,,,,,,,,,기타
일반교환,ACUCA,E0293,아시아,대만,중원대,Chung Yuan Christian University,-,,,,,,,,,기타
일반교환,ACUCA,E0294,아시아,대만,원자오외국어대,WenZao Ursuline College of Languages,-,,,,,,,,,기타
일반교환,ACUCA,E0295,아시아,대만,세인트존스대,St. John's University,-,,,,,,,,,기타
일반교환,ACUCA,E0296,아시아,대만,장정기독교대,Chang Jung Christian University(長榮大學),-,,,,,,,,,기타
일반교환,ACUCA,E0297,아시아,대만,푸젠카톨릭대,Fu Jen Catholic University(輔仁大學),-,,,,,,,,,기타
일반교환,ACUCA,E0298,아시아,대만,동오대학,Soochow University(東吳大學),-,,,,,,,,,기타
일반교환,ACUCA,E0299,아시아,대만,프로비던스대,Providence University(靜宜大學),-,,,,,,,,,기타
일반교환,ACUCA,E0300,아시아,대만,텅하이대,Tunghai University(東海大學),-,,,,,,,,,기타
일반교환,ACUCA,E0301,아시아,대만,진리대학,Aletheia University(真理大學),-,,,,,,,,,기타
일반교환,ACUCA,E0302,아시아,태국,파얍대,Payap University,-,,,,,,,,,기타
일반교환,ACUCA,E0303,아시아,태국,어섬션대,Assumption University,-,,,,,,,,,기타
일반교환,ACUCA,E0304,아시아,태국,아시아퍼시픽국제외국인학교,Asia-Pacific International,-,,,,,,,,,기타
일반교환,ACUCA,E0305,아시아,태국,크리스찬대,Christian University of Thailand,-,,,,,,,,,기타
일반교환,BCI,E0306,북미,캐나다,퀘벡아트루아리비에르대,Université du Québec à Trois-Rivières,-,"A-3, D-1",,"* 위치: 캐나다 퀘백
* 특징: 4~5과목 (12~15학점) 수강 가능","★ 수학가능학과: Arts and humanities, Education, Engineering, Management, Letters languages
and communication, Psychology, Sciences, Accounting science, Health science, Social science
★ 수강가능과목(2020): 
국제팀 홈페이지_커뮤니티_자매대학소개_첨부파일(Liste programmes)",Y(2021),x,,https://oraprdnt.uqtr.uquebec.ca/pls/public/gscw031?owa_no_site=960,"영어(비유럽), 프랑스어"
일반교환,BCI,E0307,북미,캐나다,퀘벡엔우타웨대,Université du Québec en Outaouais (UQO),-,"A-3, D-1",,"* 위치: 캐나다 퀘백
* 특징: 4~5과목 (12~15학점) 수강 가능","★ 수학가능학과: Administration, Applied Sciences (Engineering/other than Engineering), Fine Arts, Humanities, Literature (https://echanges-etudiants-db.bci-qc.ca/en/Liste.ProgEtudOuv.Acc?fEtab=10)",x,x,,https://uqo.ca/,"영어(비유럽), 프랑스어"
일반교환,BCI,E0308,북미,캐나다,퀘벡엔아비티비테미스카밍게대,Université du Québec en Abitibi-Témiscamingue (UQAT),-,"A-3, D-1",,* 위치: 캐나다 퀘백,"★ 수학가능학과: Administration, Applied Sciences (Engineering), Education, Fine Arts, Humanities (https://echanges-etudiants-db.bci-qc.ca/en/Liste.ProgEtudOuv.Acc?fEtab=13)",x,x,,https://www.uqat.ca/,"영어(비유럽), 프랑스어"
일반교환,BCI,E0309,북미,캐나다,퀘백엔히무스끼대,Université du Québec à Rimouski (UQAR),-,D-1,,"* 위치: 캐나다 퀘백
* 특징: 한 학기만 수학 가능 (학기 연장 불가)
          모든 코스는 프랑스어로만 진행","★ 수학가능학과: Administration, Applied Sciences (Engineering/other than Engineering), Education, Humanities, Literature, Pure Sciences  (https://echanges-etudiants-db.bci-qc.ca/en/Liste.ProgEtudOuv.Acc?fEtab=12)",x,x,한 학기만 수학 가능 (학기 연장 불가),https://uqar.ca/,프랑스어
일반교환,BCI,E0310,북미,캐나다,셔브룩대,Université de Sherbrooke,-,D-1,,"* 위치: 캐나다 퀘백
* 특징: 최소 12학점부터 수강신청 가능 ( 1 Quebec credit = 2 ECTS)","★ 수학가능학과: Administration, Applied Sciences (Engineering/other than Engineering), Education, Health Sciences, Humanities, Law, Literature, Pure Sciences  (https://echanges-etudiants-db.bci-qc.ca/en/Liste.ProgEtudOuv.Acc?fEtab=8)",x,x,,https://www.usherbrooke.ca/,프랑스어
일반교환,BCI,E0311,북미,캐나다,라발대,Université Laval,-,"A-3, D-1",D1 필요 (프랑스어 B2 이상),"* 위치: 캐나다 퀘백
* 특징: 최소 12학점부터 수강신청 가능  ( 1 Quebec credit = 2 ECTS)","★ 수학가능학과: https://www.ulaval.ca/sites/default/files/International/Formulaires/Liste_programmes_d_etudes_BCI.pdf
*단, DELF B2 이상의 프랑스어 성적이 없는 경우는 English in the business administration program, Enlglish literature and lingusitics만 수강 가능",Y(2025-2026),x,,https://www.ulaval.ca/en/international/mobility/international-students/your-stay-at-universite-laval,"영어(비유럽), 프랑스어"
일반교환,BCI,E0312,북미,캐나다,ÉTS,École de Technologie Supérieure (ÉTS),-,D-1,,"* 위치: 캐나다 퀘백
* 특징: 모든 코스는 프랑스어로만 진행",★ 수학가능학과: Applied Sciences (Engineering) (https://echanges-etudiants-db.bci-qc.ca/en/Liste.ProgEtudOuv.Acc?fEtab=16),x,x,,https://www.etsmtl.ca/,프랑스어
방문교환,자매대학,V01,북미,미국,엔젤로주립대,Angelo State University,-,A-2,"TOEIC, ITP 제외
단, IELTS는 A-1 이상 지원 가능","* 상대교 등록금: 약 $4,400
* 텍사스주 산엔젤로에 위치
* cafe.naver.com/asastudent (ASU 한국학생들 모임)","★ 수학가능학과: Accounting, Agribusiness, Agricultural Science and Leadership, Applied Arts and Sciences, Computer Science, Economics, Engineering, Civil, Engineering, Mechanical 등
*https://www.angelo.edu/academics/programs/?program-type=Undergraduate

★ 수강가능과목(2021):
https://asu4svqbert.angelo.edu/PROD/bwwkschd.p_disp_dyn_sched 
*각 과목의 수강요건 확인 필요",x,Y(2014-2020),,https://www.angelo.edu/admissions-and-aid/apply/international-students/after-you-arrive.php,영어(비유럽)
방문교환,자매대학,V02,북미,미국,노쓰웨스트대,Northwest University,-,A-2,,"* 상대교 등록금: 약 $5,300
* 워싱턴주 커클랜드에 위치 (시애틀에서 약 1시간 정도 거리)
* 주당 3회 채플 반드시 수강해야함
* TOEFL iBT 90 이상인 경우 필수로 수강해야하는 어학 수업 면제
* 한국인 없음
* Conversation Buddy Program 운영
* 본교 평균평점 3.8이상 지원 가능","★ 수학가능학과: Arts and Sciences, Business, Education, Ministry, Nursing, Social and Behavioral Sciences, Technology and Design

★ 수강가능과목(2021): https://eagle.northwestu.edu/departments/registrar/
* 각 과목의 수강요건 확인 필요",x,Y(2013-2018),,https://www.northwestu.edu/international,영어(비유럽)
방문교환,자매대학,V03,북미,미국,블랙힐스주립대,Black Hills State University,-,A-4,"TOEIC, ITP 제외
단, IELTS는 A-3 이상 지원 가능","* 상대교 등록금: 약 $4,500
* 사우스다코타주에 위치
* 한국인 많지 않음","★ 수학가능학과: Arts&Humanities, Behavioral Sciences, Business, Education, General Studies, Math&Social Sciences, Natural Sciences

★ 수강가능과목(2021): https://www.bhsu.edu/Registration-Records/Course-Rotations
*각 과목의 수강 요건 확인 필요",x,Y(2015-2019),,https://www.bhsu.edu/International/Future-International-Students/Exchange-Students,영어(비유럽)
방문교환,자매대학,V05,북미,미국,스토니브룩대,SUNY Stony Brook,-,A-2,"TOEIC, ITP 제외
* 토플 홈에디션 인정","* 상대교 등록금: 약 $13,000
* 뉴욕에 위치, 미국 대학 순위 88위 
* 본교 평균평점 3.4이상 지원가능","★ 수학가능학과: Arts and Sciences, Business, Engineering and Applied Sciences, Medicine, Communication and Journalism, Dental Medicine, Health Technology and Management, Marine and Atmospheric Sciences, , Nursing, Professional Development, Social Welfare

★ 수강가능과목(2021): 
https://www.stonybrook.edu/academics/",x,Y(2011-2019),,https://www.stonybrook.edu/commcms/studyabroad/,영어(비유럽)
방문교환,자매대학,V06,북미,미국,엠포리아주립대,Emporia State University,-,A-3,"TOEIC, ITP 제외","* 상대교 등록금: 약 $3,100
* 캔자스주 엠포리아에 위치
* TOEFL iBT 각 영역별 15 이상, ITP 각 영역별 50 이상, IELTS 각 영역별 5.5 이상)","★ 수학가능학과: Education, Business, Liberal Arts&Sciences, Library and Information Management

★ 수강가능과목(2021)
https://www.emporia.edu/academics-majors/academic-affairs/office-registrar/enrollment-registration-courses/class-schedules/
* 각 과목의 수강요건 확인 필요",x,Y(2012),,https://www.emporia.edu/office-international-education/,영어(비유럽)
