프로그램구분,기관,일련번호,지역,국가명,대학명(국문),대학명(영문),지원자격_최소학점,지원자격_어학성적,지원자격_특이사항,참고사항,수학가능학과/영어강의목록 등,Factsheet 여부,교환학생수기 여부,유의사항,웹사이트,언어권구분
일반교환,자매대학,E0123,유럽,프랑스,EMBA,Ecole de Management Bretagne Atlantique,-,"IELTS 5.5
TOEIC 700",TOEFL 제외,"* 위치: Quimper
* 특징: 학생 수 약 520명","★ 수학가능학과: International Trade, Trade Sale, Business Takeover Management

★ 수강가능과목: https://www.emba-bs.com/
*링크접속 - 지원학과- Program",Y(2024),Y(2023),,https://www.emba-bs.com/international/partenaires-internationaux/,영어(유럽)
일반교환,자매대학,E0124,유럽,프랑스,보르도몽테뉴대,Université Bordeaux Montaigne,-,프랑스어 D1,,"* 위치: Bordeaux
* 특징: 학생 수 약 16,000명","★ 수학가능학과: Classics, Languages & Civilizations, Territorial & Communication Science, Physical Activities and Sports (DAPS), French as a Foreign Language Studies (DEFLE)

★ 수강가능과목: 프랑스어 사용
https://www.u-bordeaux-montaigne.fr/en/study/courses.html",Y(2021),x,,https://www.u-bordeaux-montaigne.fr/fr/international/international-welcome-desk.html,프랑스어
일반교환,자매대학,E0126,유럽,프랑스,ESPI,L'école supérieure des professions immobilières,-,"TOEFL(iBT) 75
IELTS 5.5
프랑스어 D3","TOEIC, ITP 제외","* 위치: Paris
* 특징: 부동산 분야 전문 대학
          학생 수 약 1,800명
          파리, 낭트, 마르세유, 보르도, 라이언, 아비장 총 6개 캠퍼스","★ 수학가능학과: Fundamentals of Common Law, Sustainable Development & Case Study, Operational and Digital Marketing & Digital Workshop, Professional Regulations, Ethics and Business Ethics & “Setting Up an Estate Agent’s” Case Study, Construction Vocabulary and Technologies & Building Pathology, Conflict Management, oral communication skills and stress management, Real Estate Professions & Social Housing 등 21개 강좌 운영

★ 수강가능과목: https://groupe-espi.fr/wp-content/uploads/espi_course-catalogue_2023-2024.pdf
*링크접속 - Training Content",x,x,,https://groupe-espi.fr/international/incoming/,"영어(유럽), 프랑스어"
일반교환,자매대학,E0127,유럽,프랑스,파리 13대학,University of Paris 13,-,"영어 B2
프랑스어 D2",,"* 위치: Villetaneuse, Saint-Denis, and Bobigny, Île-de-France
* 특징: 학생 수 약 25,000명
          5개 캠퍼스로 구성: Villetaneuse, Bobigny, Saint-Denis, La plaine St-Denis, Argenteuil","★ 수학가능학과: Health, Medicine and Human Biology, Literature, Languages and Human and Social Sciences, Law and Political and Social Sciences, Communication Sciences, Economic Science and Management
*프랑스어 어학성적 소지자의 경우 학과 선택이 가능하나, 영어 어학성적 소지자의 경우 IBP(International Bussinese Program)만 지원 및 수강 가능

★ 수강가능과목(2025): https://www.univ-spn.fr/nos-composantes/
* 각 과목의 수강요건 확인필요",Y(2025),Y(2023),,https://www.univ-spn.fr/,"영어(유럽), 프랑스어"
일반교환,자매대학,E0128,유럽,프랑스,ISMAC,Higher Institute Management And Communication,-,"TOEFL(iBT) 75
IELTS 5.5
TOEIC 800",,* 위치: Paris,"★ 수학가능학과: International Marketing

★ 수강가능과목: https://www.ismac.fr/formations/",x,x,,https://www.ismac.fr/,영어(유럽)
일반교환,자매대학,E0129,유럽,프랑스,툴루즈쟝조헤스대,University of toulouse jean jaures,-,"영어 B2
프랑스어 D1",,"* 위치: Toulouse
* 특징: 학생 수 약 30,000명","★ 수학가능학과: Arts, Letters and Languages, Humanities and Social Sciences (History, Archaeology, Sociology,
Anthropology, Geography), Sciences, Technologies (Psychology, Mathematics, Training Sciences), Social Economy, Management
★ 수강가능과목: 영어 및 프랑스어 사용 
https://www.univ-tlse2.fr/accueil/international/venir-ut2j/catalogue-des-cours
(영어) https://www.univ-tlse2.fr/home/why-study-at-ut2j/courses-taught-in-english-at-ut2j",Y(2024-2025),x,,https://www.univ-tlse2.fr/accueil/international/venir-ut2j/futurs-etudiants-incoming-students,"영어(유럽), 프랑스어"
일반교환,자매대학,E0130,유럽,프랑스,스트라스부르대,University of Strasbourg,-,B1 (프랑스어 D2 이상),"학과에 따라 필요 어학 성적이 다름.
Fact-sheet 참조","* 위치: Alsace
* 특징: 학생 수 약 40,000명
          교환학생을 위한 프랑스어 수업 수강 가능 (유료)
          노벨상 수상자 18명 배출","★ 수학가능학과: Arts, Letters, Languages, Law, Economics, Management, Humanities and Social Sciences, Science, Technology, Health
★ 수강가능과목: 
https://formations.unistra.fr/fr/index.html",Y(2024-2025),Y(2023),,https://www.unistra.fr/international/venir-a-strasbourg,프랑스어
일반교환,자매대학,E0131,유럽,프랑스,ESCOM,Ecole Superieure de Chimie Organique et Minerale,-,프랑스어 D2,,* 위치: Compiègne,"★ 수학가능학과: Industrial Management & Marketing (MMI ), Quality, Hygiene Safety
Toxicology (QHSE), Formulated products & Applications (PA), Elastomers science and technology
https://www.escom.fr/mobilite-internationale/academic-programme-and-majors/

★ 수강가능과목:https://www.escom.fr/formation/cycle-ingenieur-chimiste/
*각 과목의 수강요건 확인 필요",x,x,,,프랑스어
일반교환,자매대학,E0132,유럽,프랑스,EDC 파리경영대,EDC Paris Business School,-,"TOEFL (iBT) 80
IELTS 6.5
DELF 50/100","* TOEIC 제외
* 2학년(2개 학기 이상 수료자)부터 지원 가능",* 위치: Courbevoie,"★ 수학가능학과: 모든 학과 선택 가능 
★ 수강가능과목(2024-2025): https://www.edcparis.edu/fr/nos-programmes/programme-grande-ecole
* 일부 과목 프랑스어로 진행. 프랑스어로 진행되는 과목 수강 시, 프랑스어 공인어학 성적 필수",Y(2024-2025),,,https://www.edcparis.edu/fr/international/etudiants-internationaux-en-echange-edc,"영어(유럽), 프랑스어"
일반교환,자매대학,E0133,유럽,핀란드,오울루대,Oulu University of Applied Sciences,-,"TOEFL(iBT) 75
IELTS 5.5
TOEIC 800",,"* 위치: Oulu
* 특징: 학생 수 약 9,000명
         주력 분야 : Future health and well-being, Energy, natural resources and the environment","★ 수학가능학과: Business, Engineering, Health & Social Care, Information Technology, Media & Performing Arts, Natural Resources, Interdisciplinary Studies 

★ 수강가능과목: https://oamk.fi/en/study/exchange-student/studies/
* 상단 수학가능학과 내에서 검색 ",x,Y(2017-2019),,https://www.oamk.fi/en/exchange/student-exchange,영어(유럽)
일반교환,자매대학,E0134,유럽,핀란드,사보니아대,Savonia University of Applied Sciences,-,"TOEFL(iBT) 80
IELTS 6.0",TOEIC 제외,"* 위치: Kuopio
* 특징: 학생수 약 6,500명
         Kuopio를 포함해 Varkaus 및 Ilsalmi 지역에 총 3개의 캠퍼스가 있음
         경영학 및 기계공학 두 개의 학사 프로그램에 한해 영어 수업 제공","★ 수학가능학과: Business, Natural Resources, Tourism and Catering, Desing Training, Music and Dance, Social Services and Health Care, Engineering

★ 수강가능과목: https://opinto-opas.peppi.savonia.fi/offering/27",x,x,,https://www.savonia.fi/en/study-with-us/other-studies/exchange/,영어(유럽)
일반교환,자매대학,E0135,유럽,핀란드,탐페레대,Tampere University of Applied Sciences,-,영어 B2,TOEIC 제외,"* 위치: Tampere (헬싱키에서 기차로 약 2시간 거리)
* 본교지원가능학과: 경영대학(주전공자) 우선선발
* 특징: 학생 수 약 9,300명","★ 수학가능학과: Business Administration, Chemical engineering and processes, Electricity and energy, Mechanics and metal trades

★ 수강가능과목: 
https://www.tuni.fi/en/study-with-us/exchange-studies/exchange-studies-tampere-university/university-courses-for-exchange-students
* 수강 가능 학과의 과목만 수강 가능",Y(2020),Y(2011-2019),,https://www.tuni.fi/en/study-with-us/exchange-studies,영어(유럽)
일반교환,자매대학,E0136,유럽,핀란드,헬싱키메트로폴리아과학대,Helsinki Metropolia University of Applied Sciences,-,영어 B2,,"* 위치: Helsinki
* 특징: 학생 수 약 16,000명
         경영대학(주전공자) 우선선발
         핀란드에서 가장 큰 응용과학대","★ 수학가능학과: Business, Culture, Health Care and Social Services, Technology

★ 수강가능과목: (영어) https://www.metropolia.fi/en/academics/exchange-studies
    *Courses 부분 참고 ",Y(2021),Y(2010-2019),,https://www.metropolia.fi/en/international-relations/exchange,영어(유럽)
일반교환,자매대학,E0137,유럽,헝가리,부다페스트메트로폴리탄대,Budapest Metropolitan University,-,영어 B2,"TOEIC, ITP 제외","* 위치: Budapest
* 특징: 학생 수 약10,000명
          2001년 정식 개교 후 매년 지속적인 성장, 부다페스트 대표 대학교
          학교 주변이 <Lonely Planet>에서 선정한 세계적인 문화유산 거리로 선정","★ 수학가능학과: Business, Communication, Toursim, Art
*파견학기별 수학가능학과 변경될 수 있음

★ 수강가능과목: https://english.kre.hu/index.php/information-for-international-students/erasmus/erasmus-courses.html
→ 각 학과 선택 후 수학 가능 과목 확인 ",x,x,,https://www.metubudapest.hu/incoming-exchange,영어(유럽)
일반교환,자매대학,E0139,유럽,헝가리,ELTE,Eötvös Loránd University,-,영어 B2,,"* 위치: Budapest
* 특징: 학생 수 약 28,542명","★ 수학가능학과: Economics, Education and Psychology, Humanities, Informatics, Law, Science, Social Sciences 
*파견학기별 수학가능학과 변경될 수 있음

★ 수강가능과목: 영어, 독일어, 프랑스어, 이탈리아어 사용 가능 
https://www.elte.hu/en/incoming-mobility/courses",x,x,,https://www.elte.hu/en/incoming-mobility,영어(유럽)
일반교환,자매대학,E0140,남미,과테말라,라파엘란디바르대,Rafael Landivar University,-,"A-3, DELE B1",ITP 제외,"* 위치: Guatemala City
* 특징: 학생 수 약 3,4287명","★ 수학가능학과: Architecture and Design, Agricultural and Environmental Sciences, Health Sciences, Economics and Business, Law and Social Sciences, Political Sciences, Humanities, Engineering, Theology

★ 수강가능과목: 
https://principal.url.edu.gt/carreras/
*각 과목의 수강요건 확인 필요",x,x,,https://principal.url.edu.gt/vida-estudiantil/,"영어(비유럽), 프랑스어"
일반교환,자매대학,E0141,남미,도미니카공화국,INTEC,Santo Domingo Institute of Technology,-,"A-3, DELE B1",ITP 제외,"* 위치: Santo Domingo
* 특징: 학생 수 약5,500명
          젊은 교수들이 모여 도미니카의 공과대학을 발전시키기 위한 목적으로 설립","★ 수학가능학과: Health Sciences, Basic and environmental sciences, Engineering, Social sciences and humanities, Business

★ 수강가능과목: 
https://www.intec.edu.do/oferta-academica/areas-academicas
*링크접속 - 지원학과 - Curriculum Download",x,x,,https://www.intec.edu.do/estudiantes,"영어(비유럽), 프랑스어"
일반교환,자매대학,E0142,남미,도미니카공화국,이베로아메리카나대,Ibero-Americana University,-,"A-3, DELE B1",ITP 제외,"* 위치: Santo Domingo
* 특징: 학생 수 약11,000명","★ 수학가능학과: Interior Designs, Dentistry, Medicine, Psychology, Law, Architecture, Business Administration, Business Administration (International Business Minor), Advertisement Communication, Science of religion, Early Education, Marketing, Hotel and Tourism Administration, Civil Engineering, Industrial Engineering, Engineering Information Technology and Communication

★ 수강가능과목: 
https://internacional.ibero.mx/en/index.php/study-in-mexico/study-offers",x,x,,https://internacional.ibero.mx/en/index.php?_ga=2.3398832.1225564721.1611119889-1913208588.1606811246,"영어(비유럽), 프랑스어"
일반교환,자매대학,E0143,남미,멕시코,레지오몬따나대,Regiomontana University,-,DELE B1,*스페인어 필수 ,"* 위치: Monterrey
* 특징: 학생 수 약 8,004명","★ 수학가능학과: Architecture, Engineering, Business, Education, Digital Design, Animation, Law

★ 수강가능과목: 주로 스페인어 과목
https://u-erre.mx/profesional
*각 과목의 수강요건 확인 필요",Y(2024-2025),x,,https://www.u-erre.mx/nuestros-alumnos/intercambios,프랑스어
일반교환,자매대학,E0144,남미,멕시코,몬테레이대,University of Monterrey,-,"A-3, DELE B1",ITP 제외,"* 위치: Monterrey
* 특징: 학생 수 약16,000명","★ 수학가능학과: Art, Architecture and Design, Health Sciences, Law and Social Sciences, Education and Humanities, Engineering, Business
*파견학기별 수학가능학과가 변경될 수 있음

★ 수강가능과목: 영어 및 스페인어 사용
https://www.udem.edu.mx/en/educacion-y-humanidades/international-students",Y(2022),x,,https://www.udem.edu.mx/en/experience/exchange-programs,"영어(비유럽), 프랑스어"
일반교환,자매대학,E0145,남미,멕시코,소노라공대,Sonora Institute of Technology,-,"A-3, DELE B1",ITP 제외,"* 위치: Sonora
* 특징: 학생 수 약 16,327명","★ 수학가능학과: Food Technology, Software Engineering, Biotechnology Engineering, Bio-systems Engineering, Civil Engineering, Environmental Sciences, Electronics Engineering, Electrical Engineering, Industrial and Systems Engineering, Chemical Engineering, Veterinary Medicine and Zootechnics
★ 수강가능과목: 
https://www.itson.mx/oferta/Paginas/ofertaacademica.aspx
*각 과목의 수강요건 확인 필요",x,x,,https://www.itson.mx/aspirantes/admisiones/Paginas/vida.aspx,"영어(비유럽), 프랑스어"
일반교환,자매대학,E0146,남미,멕시코,"라사예대, 라구나","Universidad La Salle, Laguna",-,-,DELE B1 권장,"* 위치: Mexico City 
* 특징: 학생 수 약 10,000명
          멕시코 전역에는 라사예대학교, 라구나캠퍼스를 포함해 14개의 캠퍼스가 있음
          그래픽디자인, 건축, 의학 분야 우수","★ 수학가능학과: Business Administration and Management, Architecture, Communication Sciences, International Business, Accounting, Law, Graphic Design, Industrial Design, Physiotherapy and Rehabilitation, Culinary Arts and Nutrition, Languages and Public Relations, Civil Engineering, Biomedical Engineering, Mining and Construction Engineering, Mechatronic Engineering, Renewable Energy Engineering, Marketing, Music, Psychology

★ 수강가능과목(2024): 
https://lasallelaguna.mx/licenciaturas/",Y(2024),x,,https://academia.lasalle.mx/ciel/#1588092760989-9dbc8131-a9c5,기타
일반교환,자매대학,E0147,남미,멕시코,멕시코 경영대학,The Business School of Mexico,-,A-3,,"* 위치: Mexico City 
* 특징: 학생 수 약 13,000명","★ 수학가능학과: Business Administration, Communication and Entertainment Business Administration, Hospitality Business Administration, International Trade and Business, Public Accountancy, Marketing, Law, Finance and Banking

★ 수강가능과목: 
https://econtinua.ebc.edu.mx/
*각 과목의 수강요건 확인 필요",x,x,,http://globalebc.mx/programs/,영어(비유럽)
일반교환,자매대학,E0148,남미,브라질,PUCMINAS,Pontifical Catholic University of Minas Gerais,-,"A-3,
Celpe-bras
Intermediario
Superior","TOEFL, IELTS, ITP 제외","* 위치: Belo Horizonte (Minas Gerais 주도) 
* 특징: 학생 수 약 72,800명","★ 수학가능학과: Humanities and Arts, Biological and Health Sciences, STEM

★ 수강가능과목: 
http://portal.pucminas.br/ari/index_padrao.php?pagina=5829",x,x,,http://portal.pucminas.br/ari/index_padrao.php?pagina=1908,"기타, 영어(비유럽)"
일반교환,자매대학,E0149,남미,브라질,UNESP,São Paulo State University,-,"A-3,
Celpe-bras
Intermediario
Superior","TOEFL, IELTS, ITP 제외","* 위치: São Paulo
* 특징: 학생 수 약 47,917명
         상파울로시안에 23개의 캠퍼스로 이루어져 있으며, 브라질에서 가장 성공적인 multi-campus university system을 보여주고 있음","★ 수학가능학과: Public Admnistration, Economy, Social Sciences, Bioprocess and Biotechnology Engineering, Chemical Engineering, Pharmacy-Biochemistry, Language, Dentistry, Pedagogy 등
*https://www.international.unesp.br/#!/study/undergraduate-studies/

★ 수강가능과목:
https://sistemas.unesp.br/arex/publico/selecaoCursos.buscaCurso.action
*각 과목의 수강요건 확인 필요",x,x,,https://www.international.unesp.br/#!/life-at-unesp/foreign-student-guide/,"기타, 영어(비유럽)"
일반교환,자매대학,E0150,남미,브라질,바레도이타자야대,University of Vale Do Itajai,-,"A-3,
Celpe-bras
Intermediario
Superior","TOEFL, IELTS, ITP 제외","* 위치: Itajai (두 번째로 큰 무역항이 있는 항구도시)
* 특징: 학생 수 약 18,823명
          9개의 캠퍼스로 구성(Campus Balneário Camboriú, Campus Balneário Piçarras, Campus Biguaçu A, Campus Biguaçu B, Campus Itajaí, Campus São José, Campus Tijucas, Unidade Florianópolis - Ilha, Unidade Kobrasol - São José)","★ 수학가능학과: Academic Writing, Art Direction, Bioethics, Creative Process, Global Markets and Negotiation, History and Cultural Patrimony, Hospitality Management, Intercultural Communication, International Marketing 등

★ 수강가능과목: 
https://www.univali.br/intercambio/internationalprogram/Paginas/default.aspx",x,x,,https://www.univali.br/intercambio/Paginas/default.aspx,"기타, 영어(비유럽)"
일반교환,자매대학,E0151,남미,브라질,비코사연방대,Federal University of Viçosa,-,"A-3,
Celpe-bras
Intermediario
Superior","TOEFL, IELTS, ITP 제외","* 위치: Viçosa 
* 특징: 학생 수 약 19,860명","★ 수학가능학과: Engineering, Agronomic Sciences, Biological and Health Sciences, Human and Natural Sciences

★ 수강가능과목: 영어 사용
https://www.dri.ufv.br/?page_id=4858",x,x,,http://www.dri.ufv.br/english/,"기타, 영어(비유럽)"
일반교환,자매대학,E0152,남미,브라질,세낙대,University Center - Senac,-,"A-3,
Celpe-bras
Intermediario
Superior","TOEFL, IELTS, ITP 제외",* 위치: São Paulo,"★ 수학가능학과: Architecture and urbanism, Beauty & Aesthetics, Technology Certifications, Communication and Arts, Social development, Design, Education, Events and Leisure, Gastronomy and Food, Executive Management, Management and Business, Hotel and Tourism, Environment, Safety and Health at Work, Fashion, Social responsability, Health and wellness, Information Technology

★ 수강가능과목: 
https://www.sp.senac.br/graduacao/
*각 과목의 수강요건 확인 필요",x,x,,"https://www.sp.senac.br/jsp/default.jsp?newsID=a2021.htm&testeira=722&unit=CAS,CAJ,CAP&sub=0","기타, 영어(비유럽)"
일반교환,자매대학,E0153,남미,브라질,포르탈레자대,University of Fortaleza,-,"A-3,
Celpe-bras
Intermediario
Superior","TOEFL, IELTS, ITP 제외","* 위치: Fortaleza
* 특징: 학생 수 약25,000명
","★ 수학가능학과: Administration, Analysis and systems development, Architecture and urbanism, Cinema and Audiovisual, Computer science, Accounting Sciences, Economic Sciences, Cloud computing 등
*https://www.unifor.br/web/graduacao/todos-os-cursos

★ 수강가능과목: 영어 사용
https://unifor.br/international/students#tabs",x,x,,https://unifor.br/international/students#tabs,"기타, 영어(비유럽)"
일반교환,자매대학,E0154,남미,브라질,포지티보대,Positivo University,-,"Celpe-bras
Intermediario
Superior",  ,"* 위치: Curitiba
* 특징: 학생 수 약 25,000명
          중급 이상 포트투갈어 구사자 지원 가능
          브라질 최대의 Educational Group인 Positivo Group에 의해 설립","★ 수학가능학과: Law, Journalism, Advertising, Economics, Electrical Engineering
                      Mechanical Engineering, Architecture, Electronic Engineering
                      Business Administration

★ 수강가능과목(2020): 
https://www.up.edu.br/graduacao/
*각 과목의 수강요건 확인 필요",x,x,,https://www.up.edu.br/a-universidade-positivo/internacionalizacao/,기타
일반교환,자매대학,E0155,남미,브라질,맥켄지프레스비테리안대,Mackenzie Presbyterian University,-,포르투갈어 level B 이상,,"* 위치: São Paulo
* 특징: 학생 수 약 40,000명
   한 학기 동안 포르투갈어 수업을 무료로 제공함.
   수업은 포르투갈어로 진행됨","★ 수학가능학과: Accounting Sciences, Advertising and Marketing (Emphasis on Marketing or
Advertising), Architecture and Design, Business Administration, Business Administration for External Trade, Biological Sciences, Chemistry - Teacher Certification, Chemistry- Bachelor's Degree, Civil Engineering, Computer Sciences, Design, Economics, Electrical / Electronic Engineering, Information Systems, Journalism, Languages and Literature: Portuguese/English- Bachelor's Degree, Languages and Literature: Portuguese/English - Teacher Certification, Law, Material Engineering, Mathematics- Teacher Certification, Mechanical Engineering (full qualification in Mechanics or in Mechatronics), Nutrition, Pedagogy, Pharmacy, Philosophy- Teacher Certification, Production Engineering, Physiotherapy, Psychology, Technology in Digital Games, Technology in Gastronomy, Theology

★ 수강가능과목: fact sheet: https://www.metropolia.fi/en/academics/exchange-studies/fact-sheet",Y(2022),x,,,기타
일반교환,자매대학,E0156,남미,아르헨티나,꾸요국립대,National University of Cuyo,-,"A-3, DELE B1",ITP 제외,"* 위치: Mendoza 
* 특징: 학생 수 약 45,000명
         아르헨티나내 7위 대학
         아르헨티나 멘도사지방의 가장 큰 고등교육기관
         일정 수준의 스페인어 능력 필요 ","★ 수학가능학과: Arts and Design, Agricultural Sciences, Applied Sciences to Industry, Economics, Exact and Natural Sciences, Medical Sciences, Political and Social Sciences, law, Education, Philosophy and Letters, Engineering, Dentistry, Balseiro Institute

★ 수강가능과목: 
http://www.uncuyo.edu.ar/relacionesinternacionales/servicios
*링크접속 - 지원학과 홈페이지 - classes and exams 등(학과마다 강의리스트 보관 위치 다름)
*각 과목의 수강요건 확인 필요",x,Y(2013),,http://www.uncuyo.edu.ar/relacionesinternacionales/estudiantes-de-intercambio?utm_source=WebUncuyo,"영어(비유럽), 프랑스어"
일반교환,자매대학,E0157,남미,아르헨티나,멘도자대,Universidad de Mendoza,-,"A-3, DELE B1/2",ITP 제외,"* 위치: Mendoza 
* 특징: 학생 수 약 8,000명
         2개 캠퍼스(멘도자-메인, 산라파엘)","★ 수학가능학과: Law and Social Sciences, Architecture, Urban Planning and Design, Health Sciences, Economic Sciences, Engineering, Medicine  
★ 수강가능과목: 스페인어 주로 사용, 영어 short program 限
www.um.edu.ar
*링크접속 - Careers - 지원학과 - study plans 혹은 curriculum 등
*각 과목의 수강요건 확인 필요",x,x,,https://um.edu.ar/en/paginas-ri/movilidad/estudiantes-extranjeros/,"영어(비유럽), 프랑스어"
일반교환,자매대학,E0158,남미,에콰도르,UEES,"Espiritu Santo University, Guayaquil",-,영어 B2,ITP 제외,"* 위치: Guayaquil 
* 특징: 학생 수 약 5,000명
          역사가 짧음에도 불구하고 교수 유치를 통헤 에콰도르 상위 랭크의 대학으로 분류됨
          에콰도르의 가장 큰 도시 Guayaquil의 Samborondon에 위치한 4년제 종합 사립 대학교","★ 수학가능학과: Architecture and Design, Communications, Medical Sciences(Health Sciences), Law, Politics and Development, School of Entrepreneurship, Business and Economics, International Studies, Hospitality and Tourism, Humanities, Engineering
★ 수강가능과목: 
https://www.uees.edu.ec/horarios-clases.php
*각 과목의 수강요건 확인필요",Y(2025),Y(2011-2017),,https://www.uees.edu.ec/iao/,영어(비유럽)
일반교환,자매대학,E0159,남미,에콰도르,에코텍대,Universidad ECOTEC,-,"A-3, DELE B1",ITP 제외,"* 위치: Samborondón (에콰도르에서도 손꼽히는 부촌)
* 특징: 2006년에 설립된 대학교로서 메인 캠퍼스인 Guayaquiel캠퍼스 외 Samborondon 캠퍼스가 있으며, ECO 관련해서 특성화 대학교임","★ 수학가능학과: Life Sciences and Human Development, Economics and Business, Law and Governance, Marketing and Communication, Engineering, Tourism and Hospitality

★ 수강가능과목: 
https://www.ecotec.edu.ec/grado/grado-presencial/
*각 과목의 수강요건 확인필요",x,x,,http://www.ecotec.edu.ec,"영어(비유럽), 프랑스어"
일반교환,자매대학,E0160,남미,에콰도르,UIDE,Universidad International del Ecuador,3.15/4.5 이상,영어 B2,,* 위치: Quito,"★ 수학가능학과: Business Administration, Architecture, Communication, Law, Graphic Design, Nursing, Finance and Digital Businesses, Physiotherapy, Gastronomy, Business Intelligence Management, Automative Engineering, Civil Engineering, Agroindustrial Engineering, Information Systems Engineering, Industrial Engineering, Mechatronics Engineering, Marketing, Veterinary Medicine, International Business, Nutrition and Dietetics, Dentistry, Psychology, International Relations 

★ 수강가능과목(스페인어, 영어): https://ufsj.edu.br/assin/ementascourse_descriptions.php",Y(2025),x,,,영어(비유럽)
일반교환,자매대학,E0161,남미,우루과이,UTEC,Universidad Tecnológica,-,A-3,,"* 위치: El Salvador
* 특징: 학생 수 약 2,500명","★ 수학가능학과: Business, Law Studies, Social Sciences, Computer and Applied Sciences

★ 수강가능과목: 
https://www.utec.edu.sv/utecdri/upload/pdf/Guide_Academic_Program_2017.pdf",x,x,,https://www.utec.edu.sv/utecdri/programa-de-intercambio,영어(비유럽)
일반교환,자매대학,E0162,남미,칠레,안드레스벨로대,Andrés Bello National University,-,"A-3, DELE B1",,"* 위치: Santiago (수도)
* 특징: 학생 수 약 30,565명
         인기학과: Economics and Business, Rehabilitation Sciences, Social Sciences, Humanities and Education","★ 수학가능학과: Architecture, Art and Design and Communication, Odontology, Rehabilitation Sciences, Law, Medicine, Education and Social Sciences, Nursing, Business and Economics, Life Sciences, Engineering, exact Sciences

★ 수강가능과목:
https://www.unab.cl/nuestra-universidad/aseguramiento-de-la-calidad/acreditacion-de-carreras-y-programas/
*각 과목의 수강요건 확인 필요",x,x,,http://internacional.unab.cl/,"영어(비유럽), 프랑스어"
일반교환,자매대학,E0163,남미,칠레,피니스테래대,University Finis Terrae,-,DELE B2,,"* 위치: Santiago (수도)
* 상대교 스페인어 수업 이수 필수
* 특징: 학생 수 약 35,000명","★ 수학가능학과: 일부과목 수강가능 Economics & Business, Politics, Soft Skills, Language

★ 수강가능과목(2021): 
국제팀 홈페이지_커뮤니티_자매대학소개_첨부파일(FactSheet)의 English Offering 참조",Y(2020),Y(2014),,https://uft.cl/internacional,프랑스어
일반교환,자매대학,E0164,남미,콜롬비아,라사바나대,The University of La Sabana,-,영어 B2,ITP 제외,"* 위치: Cundinamarca
* 특징: 학생 수 약 11,672명","★ 수학가능학과: International School of Economic and Administrative Sciences, Law and Political Science, Nursing and Rehabilitation, Psychology and Behavioral Sciences, Philosophy and Human Sciences, Engineering, Communication, Education, Medicine

★ 수강가능과목(2025): 
- 영어 수업 리스트: https://www.unisabana.edu.co/menu-superior-2/internacional/movilidad/estudiantes-visitantes/international-students-english-version/study-abroadexchange/english-taught-subjects/",Y(2025),Y(2018),,https://www.unisabana.edu.co/menu-superior-2/internacional/movilidad/estudiantes-visitantes/international-students-english-version/study-abroadexchange/,영어(비유럽)
일반교환,자매대학,E0165,남미,페루,USIL,St. Ignacio de Loyola University,-,영어 B2,"*스페인어 수업 수강 희망 시, 테스트 진행 필요 ","* 위치: Lima
* 특징: 학생 수 약 20,000명","★ 수학가능학과: (스페인어 및 영어 사용) Health sciences, Business, Law, Hotel administration_tourism and gastronomy, education, Engineering, Architecture, Humanities

★ 수강가능과목:
(Health sciences - Health Administration) https://bit.ly/3qhyv6w (Health sciences - Nutrition and Dietetics) https://bit.ly/3qgavAE
(Business - Business) https://bit.ly/2KPimop (Business - Corporate Environmental Management) https://bit.ly/39tMikl
(Business - Economics) https://bit.ly/3oaeCfF (Business - Economics and Finance) https://bit.ly/2VhLBT3
(Business - Economics and International Business) https://bit.ly/3lrwDV3 
(Business - Entrepreneurship and Business Development) https://bit.ly/37n29hZ
(Business - International Business) https://bit.ly/2VkNNcn (Business - Marketing) https://bit.ly/3loD7UJ
(Law - Law) https://bit.ly/33vDs1O (Law - International Relations) https://bit.ly/36l3Q06
(Hotel administration_tourism and gastronomy - Tourism Administration) https://bit.ly/3lq47mw
(Hotel administration_tourism and gastronomy - Hospitality Management) https://bit.ly/3fQSCUh
(Hotel administration_tourism and gastronomy - Gastronomy and Restaurant Management) https://bit.ly/3o97XCu
(Education - Early Childhood Education) https://bit.ly/37kqC7H 
(Education - Intercultural Bilingual Early Childhood Education) https://bit.ly/2KYEvRz
(Education - Intercultural Bilingual Elementary Education) https://bit.ly/3moS2zD
(Engineering - Agro-industrial Engineering and Agribusiness) https://bit.ly/2JA5ouo 
(Engineering - Business Engineering) https://bit.ly/3qeC3X9 (Engineering - Civil Engineering) https://bit.ly/33wlLz6
(Engineering - Environmental Engineering) https://bit.ly/3qjwXsO (Engineering - Food Industry Engineering) https://bit.ly/2I0mZv2
(Engineering - Industrial and Commercial Engineering) https://bit.ly/33yHvu2 
(Engineering - Information Systems Engineering) https://bit.ly/3lpax5B 
(Engineering - Logistics and Transportation Engineering) https://bit.ly/39uwMF1 
(Engineering - Mechanical Engineering) https://bit.ly/37qBUae
(Architecture - Architecture and Urban Planning) https://bit.ly/3fQVPTP
(Humanities - Art and Design) https://bit.ly/2VkRRcD (Humanities - Communications) https://bit.ly/36oPNXu
(Humanities - Psychology) https://bit.ly/2JwhAw9 (Humanities - Music) https://bit.ly/3fSADN0",Y(2025),Y(2019),,https://internacional.usil.edu.pe/internacional/,영어(비유럽)
